(whisper_env) [s5880432@a100gpu5 whisper-finetune-mce]$ python -u Fine-tuning-small.py
Dataset structure: DatasetDict({
    train: Dataset({
        features: ['audio', 'sentence'],
        num_rows: 13348
    })
    test: Dataset({
        features: ['audio', 'sentence'],
        num_rows: 703
    })
})
A sample from training set: {'audio': '/scratch/s5880432/whisper-finetune-mce/MCE_Dataset/Audio/1_MCE/1_1.wav', 'sentence': '"你知唔知今日嘅temperature會落到低至10度，一定要著厚d嘅clothes啊！"'}
/scratch/s5880432/whisper-finetune-mce/aaa.py:158: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Seq2SeqTrainer.__init__`. Use `processing_class` instead.
  trainer = Seq2SeqTrainer(
Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
--- Starting Multilingual Code-Mixing Fine-tuning ---
  0%|                                                         | 0/4000 [00:00<?, ?it/s]Passing a tuple of `past_key_values` is deprecated and will be removed in Transformers v4.43.0. You should pass an instance of `EncoderDecoderCache` instead, e.g. `past_key_values=EncoderDecoderCache.from_legacy_cache(past_key_values)`.
`use_cache = True` is incompatible with gradient checkpointing. Setting `use_cache = False`...
{'loss': 4.3611, 'grad_norm': 39.68723678588867, 'learning_rate': 4.2000000000000006e-07, 'epoch': 0.03}
{'eval_loss': 0.2683722674846649, 'eval_wer': 40.788381742738586, 'eval_cer': 5.902618282039504, 'eval_runtime': 195.9915, 'eval_samples_per_second': 3.587, 'eval_steps_per_second': 0.449, 'epoch': 2.4}                                                                                                                                                                                      
{'loss': 0.1516, 'grad_norm': 2.335509777069092, 'learning_rate': 5.654285714285714e-06, 'epoch': 2.43}                                                                                         
{'loss': 0.1484, 'grad_norm': 2.8555243015289307, 'learning_rate': 5.582857142857143e-06, 'epoch': 2.46}                                                                                        
{'loss': 0.1491, 'grad_norm': 2.7716658115386963, 'learning_rate': 5.511428571428572e-06, 'epoch': 2.49}                                                                                        
{'loss': 0.1497, 'grad_norm': 3.1324779987335205, 'learning_rate': 5.4400000000000004e-06, 'epoch': 2.51}                                                                                       
{'loss': 0.1378, 'grad_norm': 3.2172679901123047, 'learning_rate': 5.368571428571429e-06, 'epoch': 2.54}                                                                                        
{'loss': 0.1461, 'grad_norm': 2.4104573726654053, 'learning_rate': 5.297142857142858e-06, 'epoch': 2.57}                                                                                        
{'loss': 0.1373, 'grad_norm': 2.835118293762207, 'learning_rate': 5.225714285714286e-06, 'epoch': 2.6}                                                                                          
{'loss': 0.136, 'grad_norm': 2.905461072921753, 'learning_rate': 5.154285714285715e-06, 'epoch': 2.63}                                                                                          
{'loss': 0.1536, 'grad_norm': 3.2699520587921143, 'learning_rate': 5.082857142857144e-06, 'epoch': 2.66}                                                                                        
{'loss': 0.1717, 'grad_norm': 3.5429580211639404, 'learning_rate': 5.011428571428571e-06, 'epoch': 2.69}                                                                                        
{'loss': 0.1573, 'grad_norm': 2.987581729888916, 'learning_rate': 4.94e-06, 'epoch': 2.72}                                                                                                      
{'loss': 0.1522, 'grad_norm': 2.797687530517578, 'learning_rate': 4.868571428571429e-06, 'epoch': 2.75}                                                                                         
{'loss': 0.1499, 'grad_norm': 2.5378668308258057, 'learning_rate': 4.797142857142857e-06, 'epoch': 2.78}                                                                                        
{'loss': 0.1438, 'grad_norm': 2.7645201683044434, 'learning_rate': 4.725714285714286e-06, 'epoch': 2.81}                                                                                        
{'loss': 0.1462, 'grad_norm': 2.7774035930633545, 'learning_rate': 4.6542857142857145e-06, 'epoch': 2.84}                                                                                       
{'loss': 0.1391, 'grad_norm': 3.7490551471710205, 'learning_rate': 4.5828571428571435e-06, 'epoch': 2.87}                                                                                       
{'loss': 0.1505, 'grad_norm': 2.3147854804992676, 'learning_rate': 4.511428571428572e-06, 'epoch': 2.9}                                                                                         
{'loss': 0.1647, 'grad_norm': 3.242140054702759, 'learning_rate': 4.440000000000001e-06, 'epoch': 2.93}                                                                                         
{'loss': 0.1418, 'grad_norm': 3.686107873916626, 'learning_rate': 4.368571428571429e-06, 'epoch': 2.96}                                                                                         
{'loss': 0.145, 'grad_norm': 2.943784236907959, 'learning_rate': 4.297142857142858e-06, 'epoch': 2.99}                                                                                          
{'loss': 0.1036, 'grad_norm': 1.935117244720459, 'learning_rate': 4.225714285714286e-06, 'epoch': 3.02}                                                                                         
{'loss': 0.1106, 'grad_norm': 2.1523473262786865, 'learning_rate': 4.154285714285714e-06, 'epoch': 3.05}                                                                                        
{'loss': 0.0897, 'grad_norm': 2.5804545879364014, 'learning_rate': 4.082857142857143e-06, 'epoch': 3.08}                                                                                        
{'loss': 0.084, 'grad_norm': 2.9087793827056885, 'learning_rate': 4.011428571428571e-06, 'epoch': 3.11}                                                                                         
{'loss': 0.0926, 'grad_norm': 2.081035852432251, 'learning_rate': 3.94e-06, 'epoch': 3.14}                                                                                                      
{'loss': 0.097, 'grad_norm': 2.925823926925659, 'learning_rate': 3.8685714285714286e-06, 'epoch': 3.17}                                                                                         
{'loss': 0.0991, 'grad_norm': 2.3919119834899902, 'learning_rate': 3.7971428571428576e-06, 'epoch': 3.2}                                                                                        
{'loss': 0.1043, 'grad_norm': 2.696023464202881, 'learning_rate': 3.7257142857142857e-06, 'epoch': 3.23}                                                                                        
{'loss': 0.0892, 'grad_norm': 2.1445257663726807, 'learning_rate': 3.6542857142857148e-06, 'epoch': 3.26}                                                                                       
{'loss': 0.1051, 'grad_norm': 2.1093809604644775, 'learning_rate': 3.582857142857143e-06, 'epoch': 3.29}                                                                                        
{'loss': 0.0884, 'grad_norm': 2.5671987533569336, 'learning_rate': 3.511428571428572e-06, 'epoch': 3.32}                                                                                        
{'loss': 0.0955, 'grad_norm': 2.6474735736846924, 'learning_rate': 3.44e-06, 'epoch': 3.35}                                                                                                     
{'loss': 0.0883, 'grad_norm': 2.186741352081299, 'learning_rate': 3.3685714285714287e-06, 'epoch': 3.38}                                                                                        
{'loss': 0.0923, 'grad_norm': 2.1172869205474854, 'learning_rate': 3.2971428571428577e-06, 'epoch': 3.41}                                                                                       
{'loss': 0.0853, 'grad_norm': 2.304227113723755, 'learning_rate': 3.225714285714286e-06, 'epoch': 3.44}                                                                                         
{'loss': 0.0903, 'grad_norm': 2.5140554904937744, 'learning_rate': 3.154285714285715e-06, 'epoch': 3.47}                                                                                        
{'loss': 0.0914, 'grad_norm': 2.0905215740203857, 'learning_rate': 3.082857142857143e-06, 'epoch': 3.5}                                                                                         
{'loss': 0.0991, 'grad_norm': 3.242683172225952, 'learning_rate': 3.0114285714285716e-06, 'epoch': 3.53}                                                                                        
{'loss': 0.0888, 'grad_norm': 2.582590103149414, 'learning_rate': 2.9400000000000002e-06, 'epoch': 3.56}                                                                                        
{'loss': 0.1006, 'grad_norm': 2.305781841278076, 'learning_rate': 2.868571428571429e-06, 'epoch': 3.59}                                                                                         
{'eval_loss': 0.27662989497184753, 'eval_wer': 42.11618257261411, 'eval_cer': 6.063389986219568, 'eval_runtime': 194.6926, 'eval_samples_per_second': 3.611, 'eval_steps_per_second': 0.452, 'epoch': 3.59}                                                                                                                                                                                     
{'loss': 0.098, 'grad_norm': 3.2317230701446533, 'learning_rate': 2.797142857142857e-06, 'epoch': 3.62}                                                                                         
{'loss': 0.1007, 'grad_norm': 2.31125807762146, 'learning_rate': 2.725714285714286e-06, 'epoch': 3.65}                                                                                          
{'loss': 0.0999, 'grad_norm': 2.1286118030548096, 'learning_rate': 2.654285714285714e-06, 'epoch': 3.68}                                                                                        
{'loss': 0.0854, 'grad_norm': 3.136800527572632, 'learning_rate': 2.582857142857143e-06, 'epoch': 3.71}                                                                                         
{'loss': 0.0806, 'grad_norm': 2.3092892169952393, 'learning_rate': 2.5114285714285718e-06, 'epoch': 3.74}                                                                                       
{'loss': 0.0926, 'grad_norm': 1.9624205827713013, 'learning_rate': 2.4400000000000004e-06, 'epoch': 3.77}                                                                                       
{'loss': 0.0876, 'grad_norm': 2.9775500297546387, 'learning_rate': 2.3685714285714285e-06, 'epoch': 3.8}                                                                                        
{'loss': 0.0922, 'grad_norm': 2.3701305389404297, 'learning_rate': 2.297142857142857e-06, 'epoch': 3.83}                                                                                        
{'loss': 0.0937, 'grad_norm': 2.7493503093719482, 'learning_rate': 2.2257142857142857e-06, 'epoch': 3.86}                                                                                       
{'loss': 0.0935, 'grad_norm': 3.0737462043762207, 'learning_rate': 2.1542857142857147e-06, 'epoch': 3.89}                                                                                       
{'loss': 0.0896, 'grad_norm': 2.697660446166992, 'learning_rate': 2.0828571428571433e-06, 'epoch': 3.92}                                                                                        
{'loss': 0.1116, 'grad_norm': 3.598093032836914, 'learning_rate': 2.0114285714285715e-06, 'epoch': 3.95}                                                                                        
{'loss': 0.0755, 'grad_norm': 1.9078006744384766, 'learning_rate': 1.94e-06, 'epoch': 3.98}                                                                                                     
{'loss': 0.0758, 'grad_norm': 2.7543680667877197, 'learning_rate': 1.8685714285714289e-06, 'epoch': 4.01}                                                                                       
{'loss': 0.0618, 'grad_norm': 2.5949807167053223, 'learning_rate': 1.7971428571428572e-06, 'epoch': 4.04}                                                                                       
{'loss': 0.065, 'grad_norm': 1.6626476049423218, 'learning_rate': 1.7257142857142858e-06, 'epoch': 4.07}                                                                                        
{'loss': 0.0774, 'grad_norm': 1.551249623298645, 'learning_rate': 1.6542857142857144e-06, 'epoch': 4.1}                                                                                         
{'loss': 0.0601, 'grad_norm': 1.7602334022521973, 'learning_rate': 1.582857142857143e-06, 'epoch': 4.13}                                                                                        
{'loss': 0.0622, 'grad_norm': 3.6408262252807617, 'learning_rate': 1.5114285714285714e-06, 'epoch': 4.16}                                                                                       
{'loss': 0.0581, 'grad_norm': 1.3992185592651367, 'learning_rate': 1.44e-06, 'epoch': 4.19}                                                                                                     
 88%|████████████████████████████████████████████████████████████████████████████████████████████▉             | 3506/4000 [1:59:28<15:13,  1.85s/it]{'loss': 0.057, 'grad_norm': 1.585464358329773, 'learning_rate': 1.3685714285714286e-06, 'epoch': 4.22}                                              
{'loss': 0.0589, 'grad_norm': 1.9380239248275757, 'learning_rate': 1.2971428571428574e-06, 'epoch': 4.25}                                            
{'loss': 0.071, 'grad_norm': 2.152327060699463, 'learning_rate': 1.2257142857142857e-06, 'epoch': 4.28}                                              
{'loss': 0.0683, 'grad_norm': 1.9574977159500122, 'learning_rate': 1.1542857142857143e-06, 'epoch': 4.31}                                            
{'loss': 0.0607, 'grad_norm': 1.9901466369628906, 'learning_rate': 1.082857142857143e-06, 'epoch': 4.34}                                             
{'loss': 0.0644, 'grad_norm': 1.9298175573349, 'learning_rate': 1.0114285714285715e-06, 'epoch': 4.37}                                               
{'loss': 0.0694, 'grad_norm': 2.014636993408203, 'learning_rate': 9.400000000000001e-07, 'epoch': 4.4}                                               
{'loss': 0.057, 'grad_norm': 2.3832192420959473, 'learning_rate': 8.685714285714286e-07, 'epoch': 4.43}                                              
{'loss': 0.0682, 'grad_norm': 2.2266898155212402, 'learning_rate': 7.971428571428572e-07, 'epoch': 4.46}                                             
{'loss': 0.0591, 'grad_norm': 1.3606905937194824, 'learning_rate': 7.257142857142857e-07, 'epoch': 4.49}                                             
{'loss': 0.0569, 'grad_norm': 2.593555212020874, 'learning_rate': 6.542857142857144e-07, 'epoch': 4.52}                                              
{'loss': 0.068, 'grad_norm': 1.857382893562317, 'learning_rate': 5.82857142857143e-07, 'epoch': 4.55}                                                
{'loss': 0.0558, 'grad_norm': 2.88765287399292, 'learning_rate': 5.114285714285714e-07, 'epoch': 4.58}                                               
{'loss': 0.0562, 'grad_norm': 1.187766671180725, 'learning_rate': 4.4e-07, 'epoch': 4.61}                                                            
{'loss': 0.0571, 'grad_norm': 2.1618857383728027, 'learning_rate': 3.685714285714286e-07, 'epoch': 4.64}                                             
{'loss': 0.0609, 'grad_norm': 2.316270351409912, 'learning_rate': 2.9714285714285715e-07, 'epoch': 4.67}                                             
{'loss': 0.0629, 'grad_norm': 2.8331141471862793, 'learning_rate': 2.2571428571428574e-07, 'epoch': 4.7}                                             
{'loss': 0.0614, 'grad_norm': 1.5063951015472412, 'learning_rate': 1.542857142857143e-07, 'epoch': 4.73}                                             
{'loss': 0.0511, 'grad_norm': 2.819188356399536, 'learning_rate': 8.285714285714285e-08, 'epoch': 4.76}                                              
{'loss': 0.061, 'grad_norm': 1.9567320346832275, 'learning_rate': 1.142857142857143e-08, 'epoch': 4.79}                                              
{'eval_loss': 0.2852826416492462, 'eval_wer': 42.614107883817425, 'eval_cer': 6.053182258970041, 'eval_runtime': 195.6586, 'eval_samples_per_second': 3.593, 'eval_steps_per_second': 0.45, 'epoch': 4.79}                                                                                                
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████| 4000/4000 [2:18:00<00:00,  1.85s/itThere were missing keys in the checkpoint model loaded: ['proj_out.weight'].                                                                          
{'train_runtime': 8285.2679, 'train_samples_per_second': 7.725, 'train_steps_per_second': 0.483, 'train_loss': 0.2738968946635723, 'epoch': 4.79}    
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████| 4000/4000 [2:18:05<00:00,  2.07s/it]
--- Training Finished ---
Saving final model and processor...
Model and processor saved to ./whisper-small-cantonese-english-finetuned
